symbol,name,gics_sector,gics_sub_sector,headquarters,date_added,cik,founded,wikipedia_page,nyse_page,page_content
CF,CF Industries,Materials,Fertilizers & Agricultural Chemicals,"Deerfield, Illinois",2008-08-27,0001324404,1946,https://en.wikipedia.org/wiki/CF_Industries,https://www.nyse.com/quote/XNYS:CF,"CF Industries Holdings, Inc. is an American manufacturer and distributor of agricultural fertilizers"
CRL,Charles River Laboratories,Health Care,Life Sciences Tools & Services,"Wilmington, Massachusetts",2021-05-14,0001100682,1947,https://en.wikipedia.org/wiki/Charles_River_Laboratories,https://www.nyse.com/quote/XNYS:CRL,"Charles River Laboratories International, Inc., is an American pharmaceutical company specializing i"
SCHW,Charles Schwab Corporation,Financials,Investment Banking & Brokerage,"Westlake, Texas",1997-06-02,0000316709,1971,https://en.wikipedia.org/wiki/Charles_Schwab_Corporation,https://www.nyse.com/quote/XNYS:SCHW,The Charles Schwab Corporation is an American multinational financial services company. It offers ba
CHTR,Charter Communications,Communication Services,Cable & Satellite,"Stamford, Connecticut",2016-09-08,0001091667,1993,https://en.wikipedia.org/wiki/Charter_Communications,https://www.nasdaq.com/market-activity/stocks/chtr,"Charter Communications, Inc., is an American telecommunications and mass media company with services"
CVX,Chevron Corporation,Energy,Integrated Oil & Gas,"San Ramon, California",1957-03-04,0000093410,1879,https://en.wikipedia.org/wiki/Chevron_Corporation,https://www.nyse.com/quote/XNYS:CVX,Chevron Corporation is an American multinational energy corporation predominantly specializing in oi
CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,"Newport Beach, California",2011-04-28,0001058090,1993,https://en.wikipedia.org/wiki/Chipotle_Mexican_Grill,https://www.nyse.com/quote/XNYS:CMG,"Chipotle Mexican Grill, Inc. (, chih-POAT-lay), often known simply as Chipotle, is an international "
CB,Chubb Limited,Financials,Property & Casualty Insurance,"Zurich, Switzerland",2010-07-15,0000896159,1985,https://en.wikipedia.org/wiki/Chubb_Limited,https://www.nyse.com/quote/XNYS:CB,"Chubb Limited is an American-Swiss company incorporated in Zürich, and listed on the New York Stock "
CHD,Church & Dwight,Consumer Staples,Household Products,"Ewing, New Jersey",2015-12-29,0000313927,1847,https://en.wikipedia.org/wiki/Church_%26_Dwight,https://www.nyse.com/quote/XNYS:CHD,"Church & Dwight Co., Inc. is an American consumer goods company focusing on personal care, household"
CI,Cigna,Health Care,Health Care Services,"Bloomfield, Connecticut",1976-06-30,0001739940,1982,https://en.wikipedia.org/wiki/Cigna,https://www.nyse.com/quote/XNYS:CI,The Cigna Group is an American multinational managed healthcare and insurance company based in Bloom
CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,"Fairfield, Ohio",1997-12-18,0000020286,1950,https://en.wikipedia.org/wiki/Cincinnati_Financial,https://www.nasdaq.com/market-activity/stocks/cinf,"Cincinnati Financial Corporation offers property and casualty insurance, its main business, through "
CTAS,Cintas,Industrials,Diversified Support Services,"Mason, Ohio",2001-03-01,0000723254,1929,https://en.wikipedia.org/wiki/Cintas,https://www.nasdaq.com/market-activity/stocks/ctas,"Cintas Corporation () is an American corporation headquartered in Mason, Ohio which provides a range"
CSCO,Cisco,Information Technology,Communications Equipment,"San Jose, California",1993-12-01,0000858877,1984,https://en.wikipedia.org/wiki/Cisco,https://www.nasdaq.com/market-activity/stocks/csco,"Cisco Systems, Inc. (using the trademark Cisco) is an American multinational digital communications "
C,Citigroup,Financials,Diversified Banks,"New York City, New York",1988-05-31,0000831001,1998,https://en.wikipedia.org/wiki/Citigroup,https://www.nyse.com/quote/XNYS:C,Citigroup Inc. or Citi (stylized as citi) is an American multinational investment bank and financial
CFG,Citizens Financial Group,Financials,Regional Banks,"Providence, Rhode Island",2016-01-29,0000759944,1828,https://en.wikipedia.org/wiki/Citizens_Financial_Group,https://www.nyse.com/quote/XNYS:CFG,"Citizens Financial Group, Inc. is an American bank holding company, headquartered in Providence, Rho"
CLX,Clorox,Consumer Staples,Household Products,"Oakland, California",1969-03-31,0000021076,1913,https://en.wikipedia.org/wiki/Clorox,https://www.nyse.com/quote/XNYS:CLX,The Clorox Company (formerly Clorox Chemical Company) is an American global manufacturer and markete
CME,CME Group,Financials,Financial Exchanges & Data,"Chicago, Illinois",2006-08-11,0001156375,1848,https://en.wikipedia.org/wiki/CME_Group,https://www.nasdaq.com/market-activity/stocks/cme,"CME Group Inc. is a financial services company. Headquartered in Chicago, the company operates finan"
CMS,CMS Energy,Utilities,Multi-Utilities,"Jackson, Michigan",1957-03-04,0000811156,1886,https://en.wikipedia.org/wiki/CMS_Energy,https://www.nyse.com/quote/XNYS:CMS,"CMS Energy Corporation is an American energy company based in Jackson, Michigan, that is focused pri"
KO,Coca-Cola Company (The),Consumer Staples,Soft Drinks & Non-alcoholic Beverages,"Atlanta, Georgia",1957-03-04,0000021344,1886,https://en.wikipedia.org/wiki/The_Coca-Cola_Company,https://www.nyse.com/quote/XNYS:KO,"The Coca-Cola Company is an American multinational corporation founded in 1892. It manufactures, sel"
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,"Teaneck, New Jersey",2006-11-17,0001058290,1994,https://en.wikipedia.org/wiki/Cognizant,https://www.nasdaq.com/market-activity/stocks/ctsh,Cognizant Technology Solutions Corporation is an American multinational information technology servi
CL,Colgate-Palmolive,Consumer Staples,Household Products,"New York City, New York",1957-03-04,0000021665,1806,https://en.wikipedia.org/wiki/Colgate-Palmolive,https://www.nyse.com/quote/XNYS:CL,"The Colgate-Palmolive Company, commonly known as Colgate-Palmolive, is an American multinational con"
CMCSA,Comcast,Communication Services,Cable & Satellite,"Philadelphia, Pennsylvania",2002-11-19,0001166691,1963,https://en.wikipedia.org/wiki/Comcast,https://www.nasdaq.com/market-activity/stocks/cmcsa,"Comcast Corporation, formerly known as American Cable Systems and then Comcast Holdings, is a multin"
CAG,Conagra Brands,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois",1983-08-31,0000023217,1919,https://en.wikipedia.org/wiki/Conagra_Brands,https://www.nyse.com/quote/XNYS:CAG,"Conagra Brands, Inc. (formerly ConAgra Foods) is an American consumer packaged goods holding company"
COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,"Houston, Texas",1957-03-04,0001163165,2002,https://en.wikipedia.org/wiki/ConocoPhillips,https://www.nyse.com/quote/XNYS:COP,ConocoPhillips Company is an American multinational corporation engaged in hydrocarbon exploration a
ED,Consolidated Edison,Utilities,Multi-Utilities,"New York City, New York",1957-03-04,0001047862,1823,https://en.wikipedia.org/wiki/Consolidated_Edison,https://www.nyse.com/quote/XNYS:ED,"Consolidated Edison, Inc., commonly known as Con Edison (stylized as conEdison) or ConEd, is one of "
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,"Rochester, New York",2005-07-01,0000016918,1945,https://en.wikipedia.org/wiki/Constellation_Brands,https://www.nyse.com/quote/XNYS:STZ,"Constellation Brands, Inc. is an American producer and marketer of beer, wine, and spirits. A Fortun"
CEG,Constellation Energy,Utilities,Electric Utilities,"Baltimore, Maryland",2022-02-02,0001868275,1999,https://en.wikipedia.org/wiki/Constellation_Energy,https://www.nasdaq.com/market-activity/stocks/ceg,"Constellation Energy Corporation is an American energy company headquartered in Baltimore, Maryland."
COO,Cooper Companies (The),Health Care,Health Care Supplies,"San Ramon, California",2016-09-23,0000711404,1958,https://en.wikipedia.org/wiki/The_Cooper_Companies,https://www.nasdaq.com/market-activity/stocks/coo,"The Cooper Companies, Inc., branded as CooperCompanies, is a global medical device company headquart"
CPRT,Copart,Industrials,Diversified Support Services,"Dallas, Texas",2018-07-02,0000900075,1982,https://en.wikipedia.org/wiki/Copart,https://www.nasdaq.com/market-activity/stocks/cprt,"Copart, Inc. is a global provider of online vehicle auction and remarketing services to automotive r"
GLW,Corning Inc.,Information Technology,Electronic Components,"Corning, New York",1995-02-27,0000024741,1851,https://en.wikipedia.org/wiki/Corning_Inc.,https://www.nyse.com/quote/XNYS:GLW,Corning Incorporated is an American multinational technology company that specializes in specialty g
CPAY,Corpay,Financials,Transaction & Payment Processing Services,"Atlanta, Georgia",2018-06-20,0001175454,2000,https://en.wikipedia.org/wiki/Corpay,https://www.nyse.com/quote/XNYS:CPAY,"Corpay, Inc. (formerly FLEETCOR  Technologies) is a global business payments and spend management co"
CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,"Indianapolis, Indiana",2019-06-03,0001755672,2019,https://en.wikipedia.org/wiki/Corteva,https://www.nyse.com/quote/XNYS:CTVA,"Corteva, Inc. (also known as Corteva Agriscience) is a major American agricultural chemical and seed"
CSGP,CoStar Group,Real Estate,Real Estate Services,"Washington, D.C.",2022-09-19,0001057352,1987,https://en.wikipedia.org/wiki/CoStar_Group,https://www.nasdaq.com/market-activity/stocks/csgp,"CoStar Group, Inc. is a Washington, DC-based provider of information, analytics, and marketing servi"
COST,Costco,Consumer Staples,Consumer Staples Merchandise Retail,"Issaquah, Washington",1993-10-01,0000909832,1976,https://en.wikipedia.org/wiki/Costco,https://www.nasdaq.com/market-activity/stocks/cost,Costco Wholesale Corporation is an American multinational corporation which operates a chain of memb
CTRA,Coterra,Energy,Oil & Gas Exploration & Production,"Houston, Texas",2008-06-23,0000858470,2021 (1989),https://en.wikipedia.org/wiki/Coterra,https://www.nyse.com/quote/XNYS:CTRA,Coterra Energy is a company engaged in hydrocarbon exploration organized in Delaware and based in Ho
CRWD,CrowdStrike,Information Technology,Systems Software,"Austin, Texas",2024-06-24,0001535527,2011,https://en.wikipedia.org/wiki/CrowdStrike,https://www.nasdaq.com/market-activity/stocks/crwd,"CrowdStrike Holdings, Inc. is an American cybersecurity technology company based in Austin, Texas. I"
CCI,Crown Castle,Real Estate,Telecom Tower REITs,"Houston, Texas",2012-03-14,0001051470,1994,https://en.wikipedia.org/wiki/Crown_Castle,https://www.nyse.com/quote/XNYS:CCI,Crown Castle Inc. is a real estate investment trust and provider of shared communications infrastruc
CSX,CSX Corporation,Industrials,Rail Transportation,"Jacksonville, Florida",1957-03-04,0000277948,1980,https://en.wikipedia.org/wiki/CSX_Corporation,https://www.nasdaq.com/market-activity/stocks/csx,CSX Corporation is an American holding company focused on rail transportation and real estate in Nor
CMI,Cummins,Industrials,Construction Machinery & Heavy Transportation Equipment,"Columbus, Indiana",1965-03-31,0000026172,1919,https://en.wikipedia.org/wiki/Cummins,https://www.nyse.com/quote/XNYS:CMI,"Cummins Inc. is an American multinational corporation that designs, manufactures, and distributes en"
CVS,CVS Health,Health Care,Health Care Services,"Woonsocket, Rhode Island",1957-03-04,0000064803,1996,https://en.wikipedia.org/wiki/CVS_Health,https://www.nyse.com/quote/XNYS:CVS,"CVS Health Corporation is an American healthcare company that owns CVS Pharmacy, a retail pharmacy c"
DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,"Washington, D.C.",1998-11-18,0000313616,1969,https://en.wikipedia.org/wiki/Danaher_Corporation,https://www.nyse.com/quote/XNYS:DHR,Danaher Corporation is an American global conglomerate founded in 1984 by brothers Steven and Mitche
DRI,Darden Restaurants,Consumer Discretionary,Restaurants,"Orlando, Florida",1995-05-31,0000940944,1938,https://en.wikipedia.org/wiki/Darden_Restaurants,https://www.nyse.com/quote/XNYS:DRI,"Darden Restaurants, Inc. is an American multi-brand restaurant operator headquartered in Orlando, Fl"
DVA,DaVita,Health Care,Health Care Services,"Denver, Colorado",2008-07-31,0000927066,1979,https://en.wikipedia.org/wiki/DaVita,https://www.nyse.com/quote/XNYS:DVA,"DaVita Inc. provides kidney dialysis services through a network of 2,816 outpatient dialysis centers"
DAY,Dayforce,Industrials,Human Resource & Employment Services,"Minneapolis, Minnesota",2021-09-20,0001725057,1992,https://en.wikipedia.org/wiki/Dayforce,https://www.nyse.com/quote/XNYS:DAY,"Dayforce, Inc., formerly Ceridian, is a provider of human resources software and services with emplo"
DECK,Deckers Brands,Consumer Discretionary,Footwear,"Goleta, California",2024-03-18,0000910521,1973,https://en.wikipedia.org/wiki/Deckers_Brands,https://www.nyse.com/quote/XNYS:DECK,"Deckers Outdoor Corporation, doing business as Deckers Brands, is a footwear designer and distributo"
DE,Deere & Company,Industrials,Agricultural & Farm Machinery,"Moline, Illinois",1957-03-04,0000315189,1837,https://en.wikipedia.org/wiki/Deere_%26_Company,https://www.nyse.com/quote/XNYS:DE,"Deere & Company, doing business as John Deere (), is an American corporation that manufactures agric"
DAL,Delta Air Lines,Industrials,Passenger Airlines,"Atlanta, Georgia",2013-09-11,0000027904,1929,https://en.wikipedia.org/wiki/Delta_Air_Lines,https://www.nyse.com/quote/XNYS:DAL,"Delta Air Lines is a major airline in the United States headquartered in Atlanta, Georgia. It is the"
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,"Oklahoma City, Oklahoma",2000-08-30,0001090012,1971,https://en.wikipedia.org/wiki/Devon_Energy,https://www.nyse.com/quote/XNYS:DVN,Devon Energy Corporation is a company engaged in hydrocarbon exploration in the United States. It is
DXCM,Dexcom,Health Care,Health Care Equipment,"San Diego, California",2020-05-12,0001093557,1999,https://en.wikipedia.org/wiki/Dexcom,https://www.nasdaq.com/market-activity/stocks/dxcm,"DexCom, Inc. is a company that develops, manufactures, produces, and distributes continuous glucose "
FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,"Midland, Texas",2018-12-03,0001539838,2007,https://en.wikipedia.org/wiki/Diamondback_Energy,https://www.nasdaq.com/market-activity/stocks/fang,"Diamondback Energy, Inc. is a company engaged in hydrocarbon exploration headquartered in Midland, T"
DLR,Digital Realty,Real Estate,Data Center REITs,"Austin, Texas",2016-05-18,0001297996,2004,https://en.wikipedia.org/wiki/Digital_Realty,https://www.nyse.com/quote/XNYS:DLR,"Digital Realty is a real estate investment trust that owns, operates and invests in carrier-neutral "
DFS,Discover Financial,Financials,Consumer Finance,"Riverwoods, Illinois",2007-07-02,0001393612,1985,https://en.wikipedia.org/wiki/Discover_Financial,https://www.nyse.com/quote/XNYS:DFS,Discover Financial Services is an American financial services company that owns and operates Discove
DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,"Goodlettsville, Tennessee",2012-12-03,0000029534,1939,https://en.wikipedia.org/wiki/Dollar_General,https://www.nyse.com/quote/XNYS:DG,"Dollar General Corporation is an American chain of discount stores headquartered in Goodlettsville, "
DLTR,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,"Chesapeake, Virginia",2011-12-19,0000935703,1986,https://en.wikipedia.org/wiki/Dollar_Tree,https://www.nasdaq.com/market-activity/stocks/dltr,"Dollar Tree, Inc. is an American multi-price-point chain of discount variety stores. Headquartered i"
D,Dominion Energy,Utilities,Multi-Utilities,"Richmond, Virginia",2016-11-30,0000715957,1983,https://en.wikipedia.org/wiki/Dominion_Energy,https://www.nyse.com/quote/XNYS:D,"Dominion Energy, Inc., commonly referred to as Dominion, is an American energy company headquartered"
DPZ,Domino's,Consumer Discretionary,Restaurants,"Ann Arbor, Michigan",2020-05-12,0001286681,1960,https://en.wikipedia.org/wiki/Domino%27s,https://www.nyse.com/quote/XNYS:DPZ,"Domino's Pizza, Inc., commonly referred to as Domino's, is an American multinational pizza restauran"
DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,"Downers Grove, Illinois",1985-10-31,0000029905,1955,https://en.wikipedia.org/wiki/Dover_Corporation,https://www.nyse.com/quote/XNYS:DOV,Dover Corporation is an American conglomerate manufacturer of industrial products. The Downers Grove
DOW,Dow Inc.,Materials,Commodity Chemicals,"Midland, Michigan",2019-04-01,0001751788,2019 (1897),https://en.wikipedia.org/wiki/Dow_Inc.,https://www.nyse.com/quote/XNYS:DOW,"The Dow Chemical Company is an American multinational corporation headquartered in Midland, Michigan"
DHI,DR Horton,Consumer Discretionary,Homebuilding,"Arlington, Texas",2005-06-22,0000882184,1978,https://en.wikipedia.org/wiki/DR_Horton,https://www.nyse.com/quote/XNYS:DHI,"D.R. Horton, Inc. is an American home construction company based in Arlington, Texas. Since 2002, th"
DTE,DTE Energy,Utilities,Multi-Utilities,"Detroit, Michigan",1957-03-04,0000936340,1995,https://en.wikipedia.org/wiki/DTE_Energy,https://www.nyse.com/quote/XNYS:DTE,DTE Energy (formerly Detroit Edison until 1996) is a Detroit-based diversified energy company involv
DUK,Duke Energy,Utilities,Electric Utilities,"Charlotte, North Carolina",1976-06-30,0001326160,1904,https://en.wikipedia.org/wiki/Duke_Energy,https://www.nyse.com/quote/XNYS:DUK,Duke Energy Corporation is an American electric power and natural gas holding company headquartered 
DD,DuPont,Materials,Specialty Chemicals,"Wilmington, Delaware",2019-04-02,0001666700,2017 (1802),https://en.wikipedia.org/wiki/DuPont,https://www.nyse.com/quote/XNYS:DD,"DuPont de Nemours, Inc., commonly shortened to DuPont, is an American multinational chemical company"
EMN,Eastman Chemical Company,Materials,Specialty Chemicals,"Kingsport, Tennessee",1994-01-01,0000915389,1920,https://en.wikipedia.org/wiki/Eastman_Chemical_Company,https://www.nyse.com/quote/XNYS:EMN,Eastman Chemical Company is an American company primarily involved in the chemical industry. Once a 
ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,"Dublin, Ireland",1957-03-04,0001551182,1911,https://en.wikipedia.org/wiki/Eaton_Corporation,https://www.nyse.com/quote/XNYS:ETN,"Eaton Corporation plc is an Irish-domiciled multinational power management company, with a primary a"
EBAY,eBay,Consumer Discretionary,Broadline Retail,"San Jose, California",2002-07-22,0001065088,1995,https://en.wikipedia.org/wiki/EBay,https://www.nasdaq.com/market-activity/stocks/ebay,"eBay Inc. ( EE-bay, often stylized as ebay and/or Ebay) is an American multinational e-commerce comp"
ECL,Ecolab,Materials,Specialty Chemicals,"Saint Paul, Minnesota",1989-01-31,0000031462,1923,https://en.wikipedia.org/wiki/Ecolab,https://www.nyse.com/quote/XNYS:ECL,"Ecolab Inc. is an American corporation headquartered in Saint Paul, Minnesota. It develops and offer"
EIX,Edison International,Utilities,Electric Utilities,"Rosemead, California",1957-03-04,0000827052,1886,https://en.wikipedia.org/wiki/Edison_International,https://www.nyse.com/quote/XNYS:EIX,"Edison International is a public utility holding company based in Rosemead, California. Its subsidia"
EW,Edwards Lifesciences,Health Care,Health Care Equipment,"Irvine, California",2011-04-01,0001099800,1958,https://en.wikipedia.org/wiki/Edwards_Lifesciences,https://www.nyse.com/quote/XNYS:EW,"Edwards Lifesciences is an American medical technology company headquartered in Irvine, California, "
EA,Electronic Arts,Communication Services,Interactive Home Entertainment,"Redwood City, California",2002-07-22,0000712515,1982,https://en.wikipedia.org/wiki/Electronic_Arts,https://www.nasdaq.com/market-activity/stocks/ea,"Electronic Arts Inc. (EA) is an American video game company headquartered in Redwood City, Californi"
ELV,Elevance Health,Health Care,Managed Health Care,"Indianapolis, Indiana",2002-07-25,0001156039,2014 (1946),https://en.wikipedia.org/wiki/Elevance_Health,https://www.nyse.com/quote/XNYS:ELV,"Elevance Health, Inc. is an American health insurance provider. Prior to June 2022, Elevance Health "
EMR,Emerson Electric,Industrials,Electrical Components & Equipment,"Ferguson, Missouri",1965-03-31,0000032604,1890,https://en.wikipedia.org/wiki/Emerson_Electric,https://www.nyse.com/quote/XNYS:EMR,"Emerson Electric Co. is an American multinational corporation headquartered in Ferguson, Missouri. T"
ENPH,Enphase,Information Technology,Semiconductor Materials & Equipment,"Fremont, California",2021-01-07,0001463101,2006,https://en.wikipedia.org/wiki/Enphase,https://www.nasdaq.com/market-activity/stocks/enph,"Enphase Energy, Inc. is an American energy technology company headquartered in Fremont, California, "
ETR,Entergy,Utilities,Electric Utilities,"New Orleans, Louisiana",1957-03-04,0000065984,1913,https://en.wikipedia.org/wiki/Entergy,https://www.nyse.com/quote/XNYS:ETR,Entergy Corporation is a Fortune 500 integrated energy company engaged primarily in electric power p
EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,"Houston, Texas",2000-11-02,0000821189,1999,https://en.wikipedia.org/wiki/EOG_Resources,https://www.nyse.com/quote/XNYS:EOG,"EOG Resources, Inc. is an American energy company engaged in hydrocarbon exploration. It is organize"
EPAM,EPAM Systems,Information Technology,IT Consulting & Other Services,"Newtown, Pennsylvania",2021-12-14,0001352010,1993,https://en.wikipedia.org/wiki/EPAM_Systems,https://www.nyse.com/quote/XNYS:EPAM,"EPAM Systems, Inc. is an American company that specializes in software engineering services, digital"
EQT,EQT Corporation,Energy,Oil & Gas Exploration & Production,"Pittsburgh, Pennsylvania",2022-10-03,0000033213,1888,https://en.wikipedia.org/wiki/EQT_Corporation,https://www.nyse.com/quote/XNYS:EQT,EQT Corporation is an American energy company engaged in hydrocarbon exploration and pipeline transp
EFX,Equifax,Industrials,Research & Consulting Services,"Atlanta, Georgia",1997-06-19,0000033185,1899,https://en.wikipedia.org/wiki/Equifax,https://www.nyse.com/quote/XNYS:EFX,"Equifax Inc. is an American multinational consumer credit reporting agency headquartered in Atlanta,"
EQIX,Equinix,Real Estate,Data Center REITs,"Redwood City, California",2015-03-20,0001101239,1998,https://en.wikipedia.org/wiki/Equinix,https://www.nasdaq.com/market-activity/stocks/eqix,"Equinix, Inc. is an American multinational company headquartered in Redwood City, California, that s"
EQR,Equity Residential,Real Estate,Multi-Family Residential REITs,"Chicago, Illinois",2001-12-03,0000906107,1969,https://en.wikipedia.org/wiki/Equity_Residential,https://www.nyse.com/quote/XNYS:EQR,Equity Residential is a United States-based publicly traded real estate investment trust that invest
ESS,Essex Property Trust,Real Estate,Multi-Family Residential REITs,"San Mateo, California",2014-04-02,0000920522,1971,https://en.wikipedia.org/wiki/Essex_Property_Trust,https://www.nyse.com/quote/XNYS:ESS,Essex Property Trust is a publicly traded real estate investment trust that invests in apartments in
EL,Estée Lauder Companies (The),Consumer Staples,Personal Care Products,"New York City, New York",2006-01-05,0001001250,1946,https://en.wikipedia.org/wiki/The_Est%C3%A9e_Lauder_Companies,https://www.nyse.com/quote/XNYS:EL,The Estée Lauder Companies Inc. ( EST-ay LAW-dər; stylized as ESTĒE LAUDER) is an American multinati
ETSY,Etsy,Consumer Discretionary,Broadline Retail,"New York City, New York",2020-09-21,0001370637,2005,https://en.wikipedia.org/wiki/Etsy,https://www.nasdaq.com/market-activity/stocks/etsy,Etsy Inc. is an American e-commerce company with an emphasis on the selling of handmade or vintage i
EG,Everest Group,Financials,Reinsurance,"Hamilton, Bermuda",2017-06-19,0001095073,1973,https://en.wikipedia.org/wiki/Everest_Group,https://www.nyse.com/quote/XNYS:EG,"Everest Group, Ltd. is a Delaware-based provider of reinsurance and insurance, operating for close t"
EVRG,Evergy,Utilities,Electric Utilities,"Kansas City, Missouri",2018-06-05,0001711269,1909,https://en.wikipedia.org/wiki/Evergy,https://www.nyse.com/quote/XNYS:EVRG,"Evergy, Inc. is an American investor-owned utility (IOU) with publicly traded stock with headquarter"
ES,Eversource,Utilities,Electric Utilities,"Hartford, Connecticut",2009-07-24,0000072741,1966,https://en.wikipedia.org/wiki/Eversource,https://www.nyse.com/quote/XNYS:ES,"Eversource Energy is a publicly traded, Fortune 500 energy company headquartered in Hartford, Connec"
EXC,Exelon,Utilities,Electric Utilities,"Chicago, Illinois",1957-03-04,0001109357,2000,https://en.wikipedia.org/wiki/Exelon,https://www.nasdaq.com/market-activity/stocks/exc,"Exelon Corporation is a public utility headquartered in Chicago, and incorporated in Pennsylvania. E"
EXPE,Expedia Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Seattle, Washington",2007-10-02,0001324424,1996,https://en.wikipedia.org/wiki/Expedia_Group,https://www.nasdaq.com/market-activity/stocks/expe,"Expedia Group, Inc. is an American travel technology company that owns and operates travel fare aggr"
EXPD,Expeditors International,Industrials,Air Freight & Logistics,"Seattle, Washington",2007-10-10,0000746515,1979,https://en.wikipedia.org/wiki/Expeditors_International,https://www.nasdaq.com/market-activity/stocks/expd,"Expeditors International of Washington, Inc. (commonly referred to as Expeditors) is an American wor"
EXR,Extra Space Storage,Real Estate,Self-Storage REITs,"Salt Lake City, Utah",2016-01-19,0001289490,1977,https://en.wikipedia.org/wiki/Extra_Space_Storage,https://www.nyse.com/quote/XNYS:EXR,"Extra Space Storage is a real estate investment trust headquartered in Cottonwood Heights, Utah that"
XOM,ExxonMobil,Energy,Integrated Oil & Gas,"Irving, Texas",1957-03-04,0000034088,1999,https://en.wikipedia.org/wiki/ExxonMobil,https://www.nyse.com/quote/XNYS:XOM,ExxonMobil Corporation ( EK-son-MOH-bəl; commonly shortened to Exxon) is an American multinational o
FFIV,"F5, Inc.",Information Technology,Communications Equipment,"Seattle, Washington",2010-12-20,0001048695,1996,"https://en.wikipedia.org/wiki/F5,_Inc.",https://www.nasdaq.com/market-activity/stocks/ffiv,"F5, Inc. is an American technology company specializing in application security, multi-cloud managem"
FDS,FactSet,Financials,Financial Exchanges & Data,"Norwalk, Connecticut",2021-12-20,0001013237,1978,https://en.wikipedia.org/wiki/FactSet,https://www.nyse.com/quote/XNYS:FDS,"FactSet Research Systems Inc., trading as FactSet, is an American financial data and software compan"
FICO,Fair Isaac,Information Technology,Application Software,"Bozeman, Montana",2023-03-20,0000814547,1956,https://en.wikipedia.org/wiki/FICO,https://www.nyse.com/quote/XNYS:FICO,"FICO (legal name: Fair Isaac Corporation), originally Fair, Isaac and Company, is a data analytics c"
FAST,Fastenal,Industrials,Trading Companies & Distributors,"Winona, Minnesota",2008-09-15,0000815556,1967,https://en.wikipedia.org/wiki/Fastenal,https://www.nasdaq.com/market-activity/stocks/fast,"Fastenal Company is an American publicly traded company based in Winona, Minnesota, founded in 1967."
FRT,Federal Realty,Real Estate,Retail REITs,"Rockville, Maryland",2016-02-01,0000034903,1962,https://en.wikipedia.org/wiki/Federal_Realty,https://www.nyse.com/quote/XNYS:FRT,Federal Realty Investment Trust is a real estate investment trust that invests in shopping centers i
FDX,FedEx,Industrials,Air Freight & Logistics,"Memphis, Tennessee",1980-12-31,0001048911,1971,https://en.wikipedia.org/wiki/FedEx,https://www.nyse.com/quote/XNYS:FDX,"FedEx Corporation, originally Federal Express Corporation, is an American multinational conglomerate"
FIS,Fidelity National Information Services,Financials,Transaction & Payment Processing Services,"Jacksonville, Florida",2006-11-10,0001136893,1968,https://en.wikipedia.org/wiki/FIS_(company),https://www.nyse.com/quote/XNYS:FIS,"Fidelity National Information Services, Inc. (FIS) is an American multinational corporation which of"
FITB,Fifth Third Bank,Financials,Diversified Banks,"Cincinnati, Ohio",1996-03-29,0000035527,1858,https://en.wikipedia.org/wiki/Fifth_Third_Bank,https://www.nasdaq.com/market-activity/stocks/fitb,"Fifth Third Bank (5/3 Bank), the principal subsidiary of Fifth Third Bancorp, is a bank holding comp"
FSLR,First Solar,Information Technology,Semiconductors,"Tempe, Arizona",2022-12-19,0001274494,1999,https://en.wikipedia.org/wiki/First_Solar,https://www.nasdaq.com/market-activity/stocks/fslr,"First Solar, Inc. is a publicly traded American manufacturer of solar panels, and provider of utilit"
FE,FirstEnergy,Utilities,Electric Utilities,"Akron, Ohio",1997-11-28,0001031296,1997,https://en.wikipedia.org/wiki/FirstEnergy,https://www.nyse.com/quote/XNYS:FE,"FirstEnergy Corp. is a privately owned electric utility headquartered in Akron, Ohio. It was establi"
FI,Fiserv,Financials,Transaction & Payment Processing Services,"Brookfield, Wisconsin",2001-04-02,0000798354,1984,https://en.wikipedia.org/wiki/Fiserv,https://www.nyse.com/quote/XNYS:FI,"Fiserv, Inc. ( fy-SURV) is an American multinational company headquartered in Milwaukee, Wisconsin. "
FMC,FMC Corporation,Materials,Fertilizers & Agricultural Chemicals,"Philadelphia, Pennsylvania",2009-08-19,0000037785,1883,https://en.wikipedia.org/wiki/FMC_Corporation,https://www.nyse.com/quote/XNYS:FMC,"FMC Corporation is an American chemical manufacturing company headquartered in Philadelphia, Pennsyl"
